stock,date,senti_raise,senti_drop,senti_inconclusive,year,month,day,open,high,low,close,adj_close,volume
META,2024-01-25,0,1,0,2024,01,25,390.170013,395.489990,385.660004,393.179993,392.763275,15091100
META,2023-08-20,0,1,0,2023,08,20,279.029999,285.690002,274.380005,283.250000,282.949799,34061200
META,2023-06-28,0,1,2,2023,06,28,284.820007,289.549988,284.059998,285.290009,284.987640,16722100
META,2023-11-18,0,0,1,2023,11,18,330.260010,335.500000,329.350006,335.040009,334.684906,14494400
META,2023-08-13,0,0,1,2023,08,13,302.570007,304.720001,300.359985,301.640015,301.320313,13967800
META,2023-07-25,0,0,1,2023,07,25,295.190002,298.299988,291.859985,294.470001,294.157898,19585600
META,2023-10-19,0,0,1,2023,10,19,319.880005,321.890015,311.750000,312.809998,312.478455,18709200
META,2023-12-22,0,0,3,2023,12,22,355.579987,357.200012,351.220001,353.390015,353.015472,11764200
META,2023-03-10,0,4,0,2023,03,10,181.009995,184.770004,178.800003,179.509995,179.319733,25665000
META,2023-03-05,0,1,0,2023,03,05,178.919998,186.619995,177.050003,185.250000,185.053650,45877700
META,2023-03-06,0,0,2,2023,03,06,188.000000,189.660004,184.639999,184.899994,184.704025,33209400
META,2023-05-24,0,0,2,2023,05,24,245.279999,249.589996,244.949997,249.210007,248.945877,17724300
META,2023-07-15,0,0,1,2023,07,15,311.790009,314.880005,307.359985,308.869995,308.542633,22576000
META,2023-07-11,0,0,2,2023,07,11,293.899994,300.179993,291.899994,298.290009,297.973846,27585900
META,2023-08-23,0,0,1,2023,08,23,288.500000,297.399994,287.670013,294.239990,293.928131,18287000
META,2023-04-20,0,0,2,2023,04,20,213.479996,216.750000,212.770004,213.070007,212.844177,16475400
META,2023-03-31,0,0,3,2023,03,31,207.240005,212.169998,206.770004,211.940002,211.715363,25440300
META,2023-04-29,0,0,1,2023,04,29,239.009995,240.429993,235.750000,240.320007,240.065292,39554000
META,2023-07-01,0,0,1,2023,07,01,284.760010,289.049988,284.420013,286.980011,286.675842,19676000
META,2023-07-30,0,1,1,2023,07,30,316.880005,326.200012,314.250000,325.480011,325.135040,39220300
META,2023-05-14,0,0,1,2023,05,14,236.740005,236.960007,231.449997,233.809998,233.562180,16155300
META,2024-01-26,0,0,1,2024,01,26,394.350006,396.790009,391.589996,394.140015,393.722260,13163700
META,2023-02-27,0,0,2,2023,02,27,,,,,,
META,2023-04-19,0,1,3,2023,04,19,213.470001,217.330002,212.929993,215.699997,215.471375,15898100
META,2023-10-24,0,0,2,2023,10,24,316.779999,318.350006,310.630005,312.549988,312.218719,19525500
META,2023-05-19,0,0,2,2023,05,19,247.470001,248.690002,243.410004,245.639999,245.379654,21599800
META,2023-06-22,0,0,1,2023,06,22,279.079987,285.260010,277.790009,284.880005,284.578064,17563100
META,2023-06-08,0,0,2,2023,06,08,260.619995,267.649994,258.880005,264.579987,264.299561,20899400
META,2023-10-02,0,0,1,2023,10,02,302.739990,307.179993,301.630005,306.820007,306.494812,16265600
META,2023-04-04,1,0,1,2023,04,04,213.389999,216.240005,212.539993,214.720001,214.492416,21026400
META,2023-06-01,0,1,1,2023,06,01,265.899994,274.000000,265.890015,272.609985,272.321045,25609500
META,2023-08-04,0,0,2,2023,08,04,314.959991,318.410004,310.200012,310.730011,310.400665,17600200
META,2023-06-19,1,1,1,2023,06,19,,,,,,
META,2023-11-30,0,0,3,2023,11,30,331.890015,333.500000,322.399994,327.149994,326.803253,23146400
META,2023-10-03,0,0,1,2023,10,03,304.260010,306.769989,299.640015,300.940002,300.621033,17362300
META,2023-03-19,0,0,1,2023,03,19,200.559998,201.899994,195.429993,195.610001,195.402679,50141100
META,2023-04-09,0,0,1,2023,04,09,,,,,,
META,2023-03-01,0,0,1,2023,03,01,174.589996,177.850006,173.050003,173.419998,173.236191,30998400
META,2023-05-01,0,0,1,2023,05,01,238.619995,244.000000,236.460007,243.179993,242.922241,29143900
META,2023-11-16,0,0,1,2023,11,16,329.369995,334.579987,326.380005,334.190002,333.835785,18932600
META,2023-11-11,0,0,1,2023,11,11,319.940002,329.100006,319.459991,328.769989,328.421539,19096200
META,2023-02-26,0,1,0,2023,02,26,,,,,,
META,2023-05-20,1,0,1,2023,05,20,247.470001,248.690002,243.410004,245.639999,245.379654,21599800
META,2024-01-16,0,0,1,2024,01,16,373.649994,375.609985,367.230011,367.459991,367.070526,15306900
META,2023-11-25,0,0,1,2023,11,25,340.130005,341.859985,336.769989,338.230011,337.871521,5467500
META,2023-12-30,1,0,0,2023,12,30,358.989990,360.000000,351.820007,353.959991,353.584839,14980500
META,2023-09-23,0,0,1,2023,09,23,299.299988,305.380005,298.269989,299.079987,298.763000,25369600
META,2023-12-10,0,0,1,2023,12,10,323.089996,333.170013,323.000000,332.750000,332.397308,14077500
META,2024-01-02,0,0,1,2024,01,02,351.320007,353.160004,340.010010,346.290009,345.922974,19042200
META,2023-07-28,0,0,1,2023,07,28,316.880005,326.200012,314.250000,325.480011,325.135040,39220300
META,2023-09-13,0,1,2,2023,09,13,302.359985,307.179993,301.320007,305.059998,304.736664,13210900
META,2023-06-20,2,0,0,2023,06,20,278.730011,284.799988,276.220001,284.329987,284.028625,20701600
META,2023-08-29,1,0,0,2023,08,29,288.579987,299.149994,288.179993,297.989990,297.674164,20844500
META,2023-12-27,0,0,2,2023,12,27,356.070007,359.000000,355.309998,357.829987,357.450714,13207900
META,2023-07-09,0,0,1,2023,07,09,292.179993,296.200012,288.660004,290.529999,290.222076,25546200
META,2023-11-24,0,0,1,2023,11,24,340.130005,341.859985,336.769989,338.230011,337.871521,5467500
META,2023-05-31,0,1,0,2023,05,31,260.000000,265.000000,258.450012,264.720001,264.439423,25473700
META,2023-12-24,0,0,1,2023,12,24,355.579987,357.200012,351.220001,353.390015,353.015472,11764200
META,2023-08-09,0,1,0,2023,08,09,312.880005,313.630005,302.850006,305.209991,304.886505,19955800
META,2024-01-14,0,0,1,2024,01,14,370.160004,377.059998,369.540009,374.489990,374.093079,19295700
META,2024-01-08,0,0,1,2024,01,08,354.700012,358.980011,352.049988,358.660004,358.279877,13890200
META,2023-05-25,0,0,1,2023,05,25,253.399994,255.619995,249.169998,252.690002,252.422180,22371400
META,2023-09-29,0,0,1,2023,09,29,307.380005,310.640015,299.359985,300.209991,299.891815,25356600
META,2023-08-18,0,1,2,2023,08,18,279.029999,285.690002,274.380005,283.250000,282.949799,34061200
META,2023-05-07,0,0,1,2023,05,07,232.240005,234.679993,229.850006,232.779999,232.533279,26978900
META,2023-06-09,0,0,2,2023,06,09,262.480011,267.950012,261.700012,264.950012,264.669189,16938500
META,2023-04-02,0,0,1,2023,04,02,207.240005,212.169998,206.770004,211.940002,211.715363,25440300
META,2023-11-13,0,0,1,2023,11,13,326.200012,332.329987,325.700012,329.190002,328.841095,16908900
META,2024-01-09,0,0,1,2024,01,09,356.399994,360.640015,355.359985,357.429993,357.051147,13463900
META,2023-06-04,0,0,1,2023,06,04,272.660004,275.350006,271.119995,272.609985,272.321045,19405300
META,2023-11-08,0,0,1,2023,11,08,318.140015,321.329987,314.880005,319.779999,319.441071,13609700
META,2023-11-15,0,0,1,2023,11,15,337.929993,338.399994,330.019989,332.709991,332.357361,14531200
META,2023-10-01,0,0,1,2023,10,01,307.380005,310.640015,299.359985,300.209991,299.891815,25356600
META,2023-03-09,2,0,2,2023,03,09,186.350006,188.929993,180.300003,181.690002,181.497437,26582800
META,2023-05-12,0,1,1,2023,05,12,236.740005,236.960007,231.449997,233.809998,233.562180,16155300
META,2023-06-21,0,0,2,2023,06,21,283.529999,284.000000,278.359985,281.640015,281.341522,20556200
META,2023-08-16,0,0,1,2023,08,16,300.200012,301.079987,294.279999,294.290009,293.978088,18547700
META,2023-03-17,0,0,1,2023,03,17,200.559998,201.899994,195.429993,195.610001,195.402679,50141100
META,2023-08-21,0,0,1,2023,08,21,283.450012,290.500000,281.850006,289.899994,289.592743,20181500
META,2023-05-08,0,0,1,2023,05,08,231.419998,235.619995,230.270004,233.270004,233.022766,16400500
META,2023-02-21,1,0,1,2023,02,21,,,,,,
META,2023-06-03,0,0,1,2023,06,03,272.660004,275.350006,271.119995,272.609985,272.321045,19405300
META,2023-10-28,0,0,1,2023,10,28,294.480011,299.309998,292.970001,296.730011,296.415497,29596300
META,2023-12-18,0,0,1,2023,12,18,337.480011,347.559998,337.019989,344.619995,344.254730,18993900
META,2023-04-21,0,0,3,2023,04,21,210.210007,213.410004,209.580002,212.889999,212.664352,17717200
META,2023-04-10,0,0,1,2023,04,10,214.710007,215.660004,210.660004,214.750000,214.522385,16106100
META,2023-06-24,0,0,3,2023,06,24,281.510010,289.670013,278.950012,288.730011,288.423981,50988400
META,2023-09-03,0,0,1,2023,09,03,299.369995,301.739990,294.470001,296.380005,296.065887,12819800
META,2023-05-27,0,0,1,2023,05,27,252.929993,262.309998,252.710007,262.040009,261.762268,25727200
META,2023-06-29,0,0,3,2023,06,29,284.500000,286.570007,280.690002,281.529999,281.231598,15395700
META,2023-12-03,0,0,1,2023,12,03,325.480011,326.859985,320.760010,324.820007,324.475739,15264700
META,2023-08-11,0,0,1,2023,08,11,302.570007,304.720001,300.359985,301.640015,301.320313,13967800
META,2023-11-01,0,0,1,2023,11,01,301.850006,312.739990,301.850006,311.850006,311.519470,20434600
META,2023-07-17,0,0,2,2023,07,17,307.540009,311.709991,304.709991,310.619995,310.290771,25323100
META,2023-04-24,0,0,3,2023,04,24,213.679993,213.919998,210.710007,212.789993,212.564453,15750900
META,2023-05-09,1,0,1,2023,05,09,231.460007,235.880005,231.080002,233.369995,233.122650,16865600
META,2023-05-06,0,0,1,2023,05,06,232.240005,234.679993,229.850006,232.779999,232.533279,26978900
META,2023-10-11,1,0,2,2023,10,11,323.010010,328.839996,322.950012,327.820007,327.472565,22036300
META,2023-09-30,0,1,0,2023,09,30,307.380005,310.640015,299.359985,300.209991,299.891815,25356600
META,2023-04-17,1,0,1,2023,04,17,219.789993,220.979996,217.130005,218.860001,218.628036,15481900
META,2023-07-23,0,0,1,2023,07,23,304.570007,305.459991,291.200012,294.260010,293.948120,42089700
META,2023-10-30,0,0,1,2023,10,30,299.089996,309.399994,299.049988,302.660004,302.339203,28435100
META,2023-10-12,1,0,0,2023,10,12,328.000000,330.540009,322.690002,324.160004,323.816437,20530500
META,2023-08-03,0,0,1,2023,08,03,309.929993,315.950012,309.929993,313.190002,312.858063,15180200
META,2023-08-05,0,0,1,2023,08,05,314.959991,318.410004,310.200012,310.730011,310.400665,17600200
META,2023-09-09,0,0,1,2023,09,09,299.220001,305.250000,296.779999,297.890015,297.574280,17548000
META,2023-10-10,0,0,1,2023,10,10,319.119995,324.660004,318.160004,321.839996,321.498871,19038000
META,2023-10-23,0,0,2,2023,10,23,309.500000,317.359985,307.260010,314.010010,313.677185,17796800
META,2023-12-28,0,0,1,2023,12,28,359.700012,361.899994,357.809998,358.320007,357.940216,11798800
META,2023-06-26,0,0,2,2023,06,26,288.700012,289.790009,277.600006,278.470001,278.174866,24232700
META,2023-05-15,1,0,1,2023,05,15,236.919998,240.259995,235.330002,238.860001,238.606842,20653200
META,2023-11-29,0,0,1,2023,11,29,339.690002,339.899994,330.779999,332.200012,331.847931,16024500
META,2023-03-08,0,1,1,2023,03,08,182.869995,185.259995,181.339996,184.970001,184.773956,19432400
META,2023-08-12,0,0,1,2023,08,12,302.570007,304.720001,300.359985,301.640015,301.320313,13967800
META,2023-07-03,1,0,0,2023,07,03,286.700012,289.399994,284.850006,286.019989,285.716827,8629300
META,2023-04-30,0,0,1,2023,04,30,239.009995,240.429993,235.750000,240.320007,240.065292,39554000
META,2023-05-04,0,0,1,2023,05,04,236.059998,238.199997,232.929993,233.520004,233.272491,17889400
META,2023-02-28,0,0,1,2023,02,28,171.899994,177.550003,171.869995,174.940002,174.754593,46051100
META,2023-11-05,0,0,1,2023,11,05,312.549988,315.549988,311.019989,314.600006,314.266571,16754100
META,2023-03-02,0,0,1,2023,03,02,172.380005,175.009995,171.429993,174.529999,174.345016,17352000
META,2023-03-11,0,0,1,2023,03,11,181.009995,184.770004,178.800003,179.509995,179.319733,25665000
META,2023-04-13,0,0,1,2023,04,13,215.729996,221.149994,215.690002,220.350006,220.116455,23310400
META,2023-04-03,0,0,1,2023,04,03,208.839996,213.490005,208.199997,213.070007,212.844177,17924600
META,2023-03-24,0,0,1,2023,03,24,205.179993,207.580002,203.550003,206.009995,205.791641,27716400
MSFT,2024-01-16,0,0,4,2024,01,16,393.660004,394.029999,387.619995,390.269989,389.549622,27202300
MSFT,2023-11-20,2,0,13,2023,11,20,371.220001,378.869995,371.000000,377.440002,376.743317,52465100
MSFT,2023-10-11,0,0,2,2023,10,11,331.209991,332.820007,329.140015,332.420013,331.134338,20063200
MSFT,2023-12-11,0,0,5,2023,12,11,368.480011,371.600006,366.100006,371.299988,370.614624,27708800
MSFT,2024-01-24,0,1,8,2024,01,24,401.540009,405.630005,400.450012,402.559998,401.816925,24867000
MSFT,2023-04-26,6,1,11,2023,04,26,296.700012,299.570007,292.730011,295.369995,292.965546,64599200
MSFT,2023-11-07,0,0,2,2023,11,07,359.399994,362.459991,357.630005,360.529999,359.135620,25833900
MSFT,2023-10-31,1,0,2,2023,10,31,338.850006,339.000000,334.690002,338.109985,336.802307,20265300
MSFT,2023-11-21,3,0,6,2023,11,21,375.670013,376.220001,371.119995,373.070007,372.381378,28423100
MSFT,2023-10-04,0,0,2,2023,10,04,314.029999,320.040009,314.000000,318.959991,317.726379,20720100
MSFT,2023-10-16,0,0,2,2023,10,16,331.049988,336.140015,330.600006,332.640015,331.353455,22158000
MSFT,2023-11-23,2,0,6,2023,11,23,378.000000,379.790009,374.970001,377.850006,377.152557,23345300
MSFT,2023-04-25,1,0,10,2023,04,25,279.510010,281.600006,275.369995,275.420013,273.177948,45772200
MSFT,2023-10-23,0,0,3,2023,10,23,325.470001,332.730011,324.390015,329.320007,328.046295,24374700
MSFT,2024-01-15,0,0,1,2024,01,15,,,,,,
MSFT,2023-11-27,0,0,1,2023,11,27,376.779999,380.640015,376.200012,378.609985,377.911133,22179200
MSFT,2023-06-12,0,0,2,2023,06,12,328.579987,332.100006,325.160004,331.850006,329.868134,24260300
MSFT,2023-11-15,0,0,3,2023,11,15,371.279999,373.130005,367.109985,369.670013,368.987671,26860100
MSFT,2023-07-11,1,0,11,2023,07,11,331.059998,332.859985,327.000000,332.470001,330.484436,26698200
MSFT,2023-09-29,0,0,3,2023,09,29,317.750000,319.470001,314.980011,315.750000,314.528778,24140300
MSFT,2023-06-13,0,0,3,2023,06,13,334.470001,336.980011,330.390015,334.290009,332.293549,22951300
MSFT,2023-06-27,2,0,2,2023,06,27,331.859985,336.149994,329.299988,334.570007,332.571899,24354100
MSFT,2024-01-30,0,0,11,2024,01,30,412.260010,413.049988,406.450012,408.589996,407.835815,33477600
MSFT,2023-11-16,1,1,2,2023,11,16,370.959991,376.350006,370.179993,376.170013,375.475677,27182300
MSFT,2023-10-13,1,0,5,2023,10,13,332.380005,333.829987,326.359985,327.730011,326.462463,21072400
MSFT,2024-01-31,2,1,1,2024,01,31,406.959991,415.320007,397.209991,397.579987,396.846130,47871100
MSFT,2024-02-06,0,0,2,2024,02,06,405.880005,407.970001,402.910004,405.489990,404.741516,18382600
MSFT,2024-01-20,1,0,5,2024,01,20,395.760010,398.670013,393.500000,398.670013,397.934143,29272000
MSFT,2023-02-19,1,0,0,2023,02,19,,,,,,
MSFT,2024-02-15,1,0,4,2024,02,15,408.140015,409.130005,404.290009,406.559998,406.559998,21825500
MSFT,2023-07-27,0,1,2,2023,07,27,340.480011,341.329987,329.049988,330.720001,328.744904,39635300
MSFT,2023-05-16,1,0,1,2023,05,16,309.829987,313.709991,309.829987,311.739990,309.202271,26730300
MSFT,2024-01-27,1,0,1,2024,01,27,404.369995,406.170013,402.429993,403.929993,403.184418,17803300
MSFT,2023-05-29,0,0,2,2023,05,29,,,,,,
MSFT,2023-11-19,1,0,2,2023,11,19,373.609985,374.369995,367.000000,369.850006,369.167328,40157000
MSFT,2023-12-07,0,2,2,2023,12,07,368.230011,371.450012,366.320007,370.950012,370.265289,23118900
MSFT,2023-11-18,1,1,4,2023,11,18,373.609985,374.369995,367.000000,369.850006,369.167328,40157000
MSFT,2023-05-15,1,0,4,2023,05,15,309.100006,309.899994,307.589996,309.459991,306.940857,16336500
MSFT,2023-10-20,0,1,1,2023,10,20,331.720001,331.920013,325.450012,326.670013,325.406586,25012600
MSFT,2023-07-15,0,0,1,2023,07,15,347.589996,351.429993,344.309998,345.239990,343.178131,28302200
MSFT,2024-02-09,4,0,9,2024,02,09,415.250000,420.820007,415.089996,420.549988,419.773712,22032800
MSFT,2023-02-21,0,0,8,2023,02,21,,,,,,
MSFT,2023-06-29,0,1,1,2023,06,29,334.709991,336.109985,332.619995,335.049988,333.049011,16997000
MSFT,2023-09-08,0,0,2,2023,09,08,330.089996,336.160004,329.459991,334.269989,332.977142,19530100
MSFT,2023-06-08,0,0,1,2023,06,08,323.940002,326.640015,323.350006,325.260010,323.317474,23277700
MSFT,2023-11-30,0,0,3,2023,11,30,378.489990,380.089996,375.470001,378.910004,378.210602,30554400
MSFT,2023-05-05,1,0,1,2023,05,05,305.720001,311.970001,304.269989,310.649994,308.121155,28181200
MSFT,2023-07-26,0,4,4,2023,07,26,341.440002,344.670013,333.109985,337.769989,335.752747,58383700
MSFT,2023-05-25,0,0,5,2023,05,25,323.239990,326.899994,320.000000,325.920013,323.973572,43301700
MSFT,2023-07-21,0,1,7,2023,07,21,349.149994,350.299988,339.829987,343.769989,341.716919,69368900
MSFT,2023-07-12,2,0,1,2023,07,12,336.600006,341.649994,335.670013,337.200012,335.186188,29995300
MSFT,2023-09-19,0,0,3,2023,09,19,326.170013,329.390015,324.510010,328.649994,327.378906,16505900
MSFT,2023-02-28,0,0,4,2023,02,28,249.070007,251.490005,248.729996,249.419998,247.389603,22491000
MSFT,2023-12-23,2,0,2,2023,12,23,373.679993,375.179993,372.709991,374.579987,373.888580,17091100
MSFT,2023-05-10,0,0,6,2023,05,10,308.619995,313.000000,307.670013,312.309998,309.767609,30078000
MSFT,2024-01-18,0,1,6,2024,01,18,391.720001,393.989990,390.119995,393.869995,393.142975,23392100
MSFT,2023-10-06,0,0,3,2023,10,06,316.549988,329.190002,316.299988,327.260010,325.994293,25645500
MSFT,2023-10-26,0,1,1,2023,10,26,340.540009,341.630005,326.940002,327.890015,326.621857,37828500
MSFT,2023-06-30,0,1,2,2023,06,30,337.750000,342.730011,337.200012,340.540009,338.506226,26823800
MSFT,2023-03-24,1,0,6,2023,03,24,277.239990,280.630005,275.279999,280.570007,278.286041,28172000
MSFT,2023-12-01,1,0,3,2023,12,01,376.760010,378.160004,371.309998,374.510010,373.818726,33020400
MSFT,2023-03-22,2,0,1,2023,03,22,273.399994,281.040009,272.179993,272.290009,270.073456,34873300
MSFT,2023-05-12,1,0,2,2023,05,12,310.549988,310.649994,306.600006,308.970001,306.454834,19758100
MSFT,2023-10-25,3,2,1,2023,10,25,345.019989,346.200012,337.619995,340.670013,339.352417,55053800
MSFT,2023-05-04,0,0,3,2023,05,04,306.239990,307.760010,303.399994,305.410004,302.923828,22519900
MSFT,2024-02-10,0,0,3,2024,02,10,415.250000,420.820007,415.089996,420.549988,419.773712,22032800
MSFT,2023-06-07,0,1,2,2023,06,07,331.649994,334.489990,322.500000,323.380005,321.448730,40717100
MSFT,2023-06-28,0,0,4,2023,06,28,334.660004,337.980011,333.809998,335.850006,333.844238,20259500
MSFT,2023-10-14,0,0,2,2023,10,14,332.380005,333.829987,326.359985,327.730011,326.462463,21072400
MSFT,2023-03-10,0,1,4,2023,03,10,251.080002,252.789993,247.600006,248.589996,246.566345,28333900
MSFT,2024-02-08,1,0,8,2024,02,08,414.049988,415.559998,412.529999,414.109985,413.345612,21225300
MSFT,2023-09-07,0,0,1,2023,09,07,331.290009,333.079987,329.029999,329.910004,328.634033,18381000
MSFT,2023-08-02,0,1,1,2023,08,02,333.630005,333.630005,326.359985,327.500000,325.544098,27761300
MSFT,2023-11-17,0,4,4,2023,11,17,373.609985,374.369995,367.000000,369.850006,369.167328,40157000
MSFT,2023-06-05,0,0,3,2023,06,05,335.220001,338.559998,334.660004,335.940002,333.933716,21307100
MSFT,2023-03-02,1,0,0,2023,03,02,246.550003,251.399994,245.610001,251.110001,249.065842,24808200
MSFT,2023-11-02,0,0,2,2023,11,02,347.239990,348.829987,344.769989,348.320007,346.972839,24348100
MSFT,2023-11-06,0,0,3,2023,11,06,353.450012,357.540009,353.350006,356.529999,355.151093,23828300
MSFT,2024-01-21,0,0,3,2024,01,21,395.760010,398.670013,393.500000,398.670013,397.934143,29272000
MSFT,2024-01-29,2,0,2,2024,01,29,406.059998,409.980011,404.329987,409.720001,408.963715,24510200
MSFT,2023-06-06,0,0,4,2023,06,06,335.329987,335.369995,332.170013,333.679993,331.687225,20396200
MSFT,2023-07-08,0,0,1,2023,07,08,339.320007,341.790009,337.000000,337.220001,335.206024,21185300
MSFT,2023-05-21,0,0,2,2023,05,21,316.739990,318.750000,316.369995,318.339996,316.438782,27529500
MSFT,2023-07-22,0,0,1,2023,07,22,349.149994,350.299988,339.829987,343.769989,341.716919,69368900
MSFT,2023-10-15,0,0,1,2023,10,15,332.380005,333.829987,326.359985,327.730011,326.462463,21072400
MSFT,2023-10-21,1,1,2,2023,10,21,331.720001,331.920013,325.450012,326.670013,325.406586,25012600
MSFT,2023-12-12,0,0,1,2023,12,12,370.850006,374.420013,370.459991,374.380005,373.688965,24838300
MSFT,2023-11-26,0,1,5,2023,11,26,377.329987,377.970001,375.140015,377.429993,376.733307,10176600
MSFT,2024-02-04,0,0,3,2024,02,04,403.809998,412.649994,403.559998,411.220001,410.460968,28245000
MSFT,2023-12-21,0,1,1,2023,12,21,372.559998,374.410004,370.040009,373.540009,372.850525,17708000
MSFT,2023-04-06,2,0,4,2023,04,06,283.209991,292.079987,282.029999,291.600006,289.226227,29770300
MSFT,2023-02-24,0,0,2,2023,02,24,,,,,,
MSFT,2023-05-01,2,1,2,2023,05,01,306.970001,308.600006,305.149994,305.559998,303.072601,21294100
MSFT,2023-08-23,0,1,1,2023,08,23,323.820007,329.200012,323.459991,327.000000,325.735291,21166400
MSFT,2024-01-09,0,0,1,2024,01,09,372.010010,375.989990,371.190002,375.790009,375.096375,20830000
MSFT,2024-02-11,0,0,2,2024,02,11,415.250000,420.820007,415.089996,420.549988,419.773712,22032800
MSFT,2024-02-14,0,0,2,2024,02,14,408.070007,409.839996,404.570007,409.489990,409.489990,20401200
MSFT,2023-07-25,2,0,6,2023,07,25,347.109985,351.890015,345.070007,350.980011,348.883850,41637700
MSFT,2023-04-07,0,0,4,2023,04,07,283.209991,292.079987,282.029999,291.600006,289.226227,29770300
MSFT,2023-04-21,0,0,4,2023,04,21,285.010010,286.269989,283.059998,285.760010,283.433807,21676400
MSFT,2024-02-16,0,0,5,2024,02,16,407.959991,408.290009,403.440002,404.059998,404.059998,22281100
MSFT,2023-11-25,0,1,2,2023,11,25,377.329987,377.970001,375.140015,377.429993,376.733307,10176600
MSFT,2024-01-19,0,1,4,2024,01,19,395.760010,398.670013,393.500000,398.670013,397.934143,29272000
MSFT,2023-12-18,0,0,5,2023,12,18,369.450012,373.000000,368.679993,372.649994,371.962128,21802900
MSFT,2023-11-29,0,1,3,2023,11,29,383.760010,384.299988,377.440002,378.850006,378.150696,28963400
MSFT,2023-11-28,0,0,3,2023,11,28,378.350006,383.000000,378.160004,382.700012,381.993622,20453100
MSFT,2023-07-13,1,0,4,2023,07,13,339.559998,343.739990,339.019989,342.660004,340.613556,20567200
MSFT,2023-03-01,0,1,0,2023,03,01,250.759995,250.929993,245.789993,246.270004,244.265244,27565300
MSFT,2023-12-19,1,0,2,2023,12,19,371.489990,373.260010,369.839996,373.260010,372.571045,20603700
MSFT,2023-03-06,0,0,5,2023,03,06,256.429993,260.119995,255.979996,256.869995,254.778931,24109800
MSFT,2023-05-24,1,0,4,2023,05,24,314.730011,316.500000,312.609985,313.850006,311.975616,23384900
MSFT,2023-04-16,0,1,1,2023,04,16,287.000000,288.480011,283.690002,286.140015,283.810669,20987900
MSFT,2023-10-09,0,0,1,2023,10,09,324.750000,330.299988,323.179993,329.820007,328.544373,19891200
MSFT,2023-09-09,0,0,2,2023,09,09,330.089996,336.160004,329.459991,334.269989,332.977142,19530100
MSFT,2023-03-12,1,0,1,2023,03,12,251.080002,252.789993,247.600006,248.589996,246.566345,28333900
MSFT,2023-12-13,1,1,2,2023,12,13,376.019989,377.640015,370.769989,374.369995,373.678955,30955500
MSFT,2023-04-23,0,1,1,2023,04,23,285.010010,286.269989,283.059998,285.760010,283.433807,21676400
MSFT,2024-01-11,2,0,9,2024,01,11,386.000000,390.679993,380.380005,384.630005,383.920044,27850800
MSFT,2023-05-08,1,0,4,2023,05,08,310.130005,310.200012,306.089996,308.649994,306.137390,21318600
MSFT,2023-07-17,0,0,6,2023,07,17,345.679993,346.989990,342.200012,345.730011,343.665253,20363900
MSFT,2023-04-18,0,2,0,2023,04,18,291.570007,291.760010,287.010010,288.369995,286.022522,20161800
MSFT,2024-01-28,1,1,2,2024,01,28,404.369995,406.170013,402.429993,403.929993,403.184418,17803300
MSFT,2023-04-20,1,0,1,2023,04,20,285.250000,289.029999,285.079987,286.109985,283.780914,23244400
MSFT,2023-05-23,0,1,1,2023,05,23,320.029999,322.720001,315.250000,315.260010,313.377228,30797200
MSFT,2024-01-25,2,0,8,2024,01,25,404.320007,407.010010,402.529999,404.869995,404.122681,21021200
MSFT,2024-01-05,0,0,1,2024,01,05,368.970001,372.059998,366.500000,367.750000,367.071198,20987000
MSFT,2023-03-14,0,0,4,2023,03,14,256.750000,261.070007,255.860001,260.790009,258.667023,33620300
MSFT,2023-04-28,0,0,4,2023,04,28,304.010010,308.929993,303.309998,307.260010,304.758789,36446700
MSFT,2023-10-12,0,2,1,2023,10,12,330.570007,333.630005,328.720001,331.160004,329.879181,19313100
MSFT,2023-04-29,0,0,1,2023,04,29,304.010010,308.929993,303.309998,307.260010,304.758789,36446700
MSFT,2024-02-05,0,1,4,2024,02,05,409.899994,411.160004,403.989990,405.649994,404.901245,25352300
MSFT,2023-11-24,0,0,2,2023,11,24,377.329987,377.970001,375.140015,377.429993,376.733307,10176600
MSFT,2023-07-18,3,1,5,2023,07,18,345.829987,366.779999,342.170013,359.489990,357.343048,64872700
MSFT,2023-04-27,1,0,5,2023,04,27,295.970001,305.200012,295.250000,304.829987,302.348541,46462600
MSFT,2023-07-04,0,0,1,2023,07,04,339.190002,340.899994,336.570007,337.989990,335.971436,12508700
MSFT,2023-07-19,0,1,4,2023,07,19,361.750000,362.459991,352.440002,355.079987,352.959381,39732900
MSFT,2024-02-02,1,1,3,2024,02,02,403.809998,412.649994,403.559998,411.220001,410.460968,28245000
MSFT,2023-02-27,0,1,2,2023,02,27,,,,,,
MSFT,2023-11-04,0,0,2,2023,11,04,349.630005,354.390015,347.329987,352.799988,351.435486,23624000
MSFT,2023-03-27,1,0,3,2023,03,27,280.500000,281.459991,275.519989,276.380005,274.130157,26840200
MSFT,2023-09-13,0,0,3,2023,09,13,331.309998,336.850006,331.170013,336.059998,334.760254,16544400
MSFT,2023-08-18,0,0,3,2023,08,18,314.489990,318.380005,311.549988,316.480011,315.255981,24744800
MSFT,2023-04-04,0,0,2,2023,04,04,287.230011,290.450012,285.670013,287.179993,284.842194,25824300
MSFT,2023-05-26,0,0,3,2023,05,26,324.019989,333.399994,323.880005,332.890015,330.901917,36630600
MSFT,2023-12-24,0,1,1,2023,12,24,373.679993,375.179993,372.709991,374.579987,373.888580,17091100
